baseline,method,n_functions,wilcoxon_stat,p_value,p_holm
WOA,IWOA_Strict[full],12,9.0,0.01611328125,0.14501953125
WOA,IWOA_Strict[no_chaos],12,9.0,0.01611328125,0.14501953125
WOA,IWOA_Strict[no_crossover],12,9.0,0.01611328125,0.14501953125
WOA,IWOA_Strict[no_init],12,9.0,0.01611328125,0.14501953125
WOA,IWOA_Strict[no_levy],12,9.0,0.01611328125,0.14501953125
WOA,IWOA_Strict[no_lpsr],12,9.0,0.01611328125,0.14501953125
WOA,IWOA_Strict[no_nelder_mead],12,9.0,0.01611328125,0.14501953125
WOA,IWOA_Strict[no_qr],12,9.0,0.01611328125,0.14501953125
WOA,IWOA_Strict[no_restart],12,9.0,0.01611328125,0.14501953125
