method,function,dims,max_fes,runs,mean_error,std_error,median_error,iqr_error,best_error,worst_error
IWOA_Strict[r0_c1_nm0],F92022,20,200000,30,326.4243536133395,61.70838079647514,336.7635541997688,1.935016287153985,7.260279699039529e-05,349.83995755371416
IWOA_Strict[r0_c1_nm1],F102022,20,200000,30,1643.8258027684208,764.5204417358,1575.516350456657,1091.9552668199303,139.91668839469867,3251.1952821356767
IWOA_Strict[r0_c1_nm1],F112022,20,200000,30,79.65591039964828,274.6034962146049,25.11581812214331,38.60810072613674,6.124164428911172e-07,1514.8039589778882
IWOA_Strict[r0_c1_nm1],F122022,20,200000,30,329.9701676894143,65.07773688527715,333.0991640357663,76.38363470640263,165.13404935765493,460.99459607295694
IWOA_Strict[r0_c1_nm1],F72022,20,200000,30,99.53196650090852,46.98563788816483,124.86205217501322,97.84697509143876,27.30132733478831,143.29606880348115
IWOA_Strict[r0_c1_nm1],F82022,20,200000,30,44.1107288957134,32.230392199385875,32.71740276246487,18.87530154001172,22.778817510352837,142.43934976247374
IWOA_Strict[r0_c1_nm1],F92022,20,200000,30,324.4580850625668,61.2803447826042,335.6389300850119,0.00199149861521164,3.3801389236032264e-05,335.7149685972745
IWOA_Strict[r1_c0_nm0],F102022,20,200000,30,1859.37456182264,967.7892292704954,1844.7563430750522,1484.8118369102983,327.00198174289335,3264.616435282186
IWOA_Strict[r1_c0_nm0],F112022,20,200000,30,77.77400485819312,271.981349239089,29.371188767324384,48.08005114835453,2.5489968720648903e-05,1511.5718096926503
IWOA_Strict[r1_c0_nm0],F122022,20,200000,30,357.5296130156831,76.6592640547982,351.4104130719197,92.14089559556066,205.19455709465547,503.8802590451828
IWOA_Strict[r1_c0_nm0],F72022,20,200000,30,83.78057718083043,43.27525362410831,86.86129656562514,62.083864303875316,6.87862156428946,166.70281648115997
IWOA_Strict[r1_c0_nm0],F82022,20,200000,30,97.45364946184642,54.60160914228804,91.20377633369185,64.10034801086908,17.893466475885816,257.03078209115347
IWOA_Strict[r1_c0_nm0],F92022,20,200000,30,336.5893180755568,1.6952483320387937,335.9012508470055,0.8396337637101396,335.6409159412492,342.4094275197576
IWOA_Strict[r1_c0_nm1],F102022,20,200000,30,2035.1028493007718,941.8041543038074,1890.5483518081178,1280.296587309626,37.61614936643082,4107.022139405103
IWOA_Strict[r1_c0_nm1],F112022,20,200000,30,44.03315902610631,60.714930624669734,26.33163276943219,48.16266983806372,7.155264029279351e-05,213.6260134529125
IWOA_Strict[r1_c0_nm1],F122022,20,200000,30,361.09590654979496,66.75372985105128,343.71541629098306,88.35531988835658,259.18065828867066,521.3324829722956
IWOA_Strict[r1_c0_nm1],F72022,20,200000,30,99.44809393721938,32.58595819778172,110.73849338891557,45.85815563604319,32.492684482996765,151.70997737233938
IWOA_Strict[r1_c0_nm1],F82022,20,200000,30,111.715983493582,67.02219696228158,94.80221394613886,92.3185153516365,32.30580040467112,310.01554703884267
IWOA_Strict[r1_c0_nm1],F92022,20,200000,30,335.6465617505762,0.012012102322712638,335.6393565088015,0.015031604731575499,335.63877104080075,335.6673214208013
IWOA_Strict[r1_c1_nm0],F102022,20,200000,30,1527.5013954309582,996.4104233662684,1510.0365502193754,1635.0659533778974,196.45325157751586,3664.179678460465
IWOA_Strict[r1_c1_nm0],F112022,20,200000,30,48.59455216001617,218.915708606199,0.0003682461608605081,20.1563441888851,6.211781646925374e-05,1205.1444680300951
IWOA_Strict[r1_c1_nm0],F122022,20,200000,30,285.8148367945708,49.5363699453216,282.37288684234227,57.85756218519987,226.49311193953008,424.1242890125218
IWOA_Strict[r1_c1_nm0],F72022,20,200000,30,101.73387052568815,46.12219132171943,123.81126988835342,86.83985062105415,22.914714645697586,143.15711353777442
IWOA_Strict[r1_c1_nm0],F82022,20,200000,30,36.766352500573625,26.193836930170278,28.627142261653717,8.187345132928954,23.27080517027798,137.8775621708446
IWOA_Strict[r1_c1_nm0],F92022,20,200000,30,335.91445106044915,0.5456395049688326,335.7385297666333,0.22973164527229528,335.6392280931723,338.54215824136463
WOA,F102022,20,200000,30,784.5242702772099,628.0061580922002,656.2271773131815,693.1828546927234,11.219967388945406,2529.8742813809
WOA,F112022,20,200000,30,509.2257067732459,757.1929146801147,101.30365895406703,410.50005961891463,20.72275233018263,3019.648791609201
WOA,F122022,20,200000,30,499.8534222081787,176.11089041264768,448.2624711744111,122.43826180585961,318.89767513971356,1063.8930098951387
WOA,F72022,20,200000,30,779.0641325207732,553.9781717882674,629.1040490178607,595.9998914674154,38.46765630906907,2436.640897001809
WOA,F82022,20,200000,30,3420.510838868662,1910.163576999078,2923.58753162551,1990.0569956481427,999.8562188710075,11196.350767176216
WOA,F92022,20,200000,30,578.453511898336,237.73144662608942,530.4595789462394,149.82670431108124,390.33106553823063,1592.6243176585872
